1.9405e-8      3.2481e-10
1.9352e-8      4.9609e-10
1.9352e-8      9.7121e-10
1.9299e-8      2.0454e-9
1.9246e-8      4.4354e-9
1.9193e-8      8.9408e-9
1.9193e-8      1.4060e-8
1.9193e-8      2.1475e-8
1.9141e-8      3.5802e-8
1.9141e-8      5.0831e-8
1.9193e-8      7.2169e-8
1.9246e-8      1.0246e-7
1.9405e-8      1.5199e-7
1.9405e-8      1.9769e-7
1.9566e-8      2.7260e-7
1.9619e-8      4.0436e-7
1.9673e-8      6.0863e-7
1.9673e-8      0.0000010000
1.9836e-8      0.0000010147
1.9891e-8      6.0863e-7
1.9891e-8      4.1031e-7
2.0000e-8      2.7661e-7
2.0165e-8      1.7589e-7
2.0221e-8      9.9514e-8
2.0388e-8      4.5226e-8
2.0388e-8      3.0047e-8
2.0388e-8      1.4267e-8
2.0276e-8      7.1819e-9
2.0276e-8      4.6341e-9
2.0276e-8      3.3120e-9
2.0276e-8      2.1370e-9
2.0276e-8      1.3789e-9
2.0221e-8      8.3925e-10
2.0165e-8      5.5757e-10
2.0165e-8      4.1634e-10
2.0110e-8      3.1089e-10

