,Unnamed: 0,n1,a1,n2,a2,n3,a3,EWSB,chh,Tres,Tc_0,phi_false_0,phi_true_0,Tn_0,alpha_0,beta_0,vw_0,vJ_0,SNR_0,Tc_1,phi_false_1,phi_true_1,Tn_1,alpha_1,beta_1,vw_1,vJ_1,SNR_1,Tc_2,phi_false_2,phi_true_2,Tn_2,alpha_2,beta_2,vw_2,vJ_2,SNR_2
75,8,12,0.4991314857881086,41,2.9972164679671365,86,3.3754659377384826,True,-1.681352053498986,255.94302394372602,255.4692269583672,68.66207035839632,404.5,247.53448241040093,0.0012725251319086936,25706.329408551832,0.3616463266536956,0.6057336906506223,4.474808421468927e-13,238.80220093030547,415.0206269387659,475.5206269387659,238.1896865306171,0.00010438089186449746,141547.8949445086,0.10095430697661194,0.5856316913969709,2.4562048558758716e-21,,,,,,,,,
76,7,16,-2.1673665566380933,34,3.633127449045128,67,3.818890701653967,True,-1.6627335373629275,256.8570212248373,255.7154716291739,67.87124388911619,389.8,248.057189027721,0.0012703077953533008,24870.257082479515,0.35540585888585513,0.6057096067683599,4.895937398040256e-13,223.05674676753242,413.77877324482597,461.97877324482596,222.62122675517404,9.584342506121576e-05,155747.90872292302,0.08817067455225666,0.5852882211145373,1.1014935321243567e-21,,,,,,,,,
77,18,2,-7.436102243471169,48,8.645879059093707,72,9.969097929459439,True,-1.6544814026148995,255.3320971806209,251.57086768410642,67.039366049678,350.7,247.14015848758046,0.0012679941183223852,28797.640616973644,0.2699661764756001,0.6056844507194319,1.0644223466208232e-13,,,,,,,,,,,,,,,,,,
78,14,19,-3.635061049132036,44,3.926071084105125,90,4.226685576836914,True,-1.7102530081342409,255.9030033932568,254.31634967207,70.01482913359129,393.97870728339785,246.8212927166022,0.0012610920998275164,34092.02521361353,0.35232292854668595,0.6056092626075393,9.960131132081875e-14,228.1655906149257,413.532236807312,465.56447361462403,227.667763192688,0.00010138872314134398,159531.47256610804,0.0932302510260473,0.5855129946408886,1.2338479645856294e-21,,,,,,,,,
79,16,8,-5.036329049391837,39,6.421876128512127,63,7.9429253834658695,True,-1.640237211936498,256.16062536407526,253.4256322144233,66.68427139936516,363.4,247.92893215015877,0.0012580279883439994,35280.245156117184,0.3008073841208323,0.6055758137394185,5.060909591266925e-14,,,,,,,,,,,,,,,,,,
80,18,3,3.910433794674484,17,7.894723036333609,27,9.003052589517328,True,-1.5751412490820067,256.0779072277499,254.43880207034303,64.628280172185,359.7,248.914343965563,0.0012571699549458724,33014.712680780416,0.3011431561769482,0.6055664394630937,6.947132424824257e-14,,,,,,,,,,,,,,,,,,
81,0,10,3.2943978888469143,38,7.002364499073372,55,7.2306317725373574,True,-1.5852194487762648,255.83664141475398,251.86231618552173,65.07087336381369,347.08228165904666,247.98228165904652,0.0012570491138044456,75909.22709608439,0.2521060786099413,0.605565118965876,7.156197992103236e-16,,,,,,,,,,,,,,,,,,
82,14,20,2.204598797650231,29,4.227208169967113,58,6.066847119587044,True,-1.5845962257626378,258.12479145812483,257.3290933414009,67.46560289979843,408.2531205799597,248.94687942004032,0.0012496589404079124,24700.50654495125,0.37125992741835656,0.6054842349248513,5.577109327889493e-13,241.19166279239045,417.8582504062708,480.01650081254166,240.54174959372918,9.971691801910452e-05,59816.015853434496,0.1034549866413631,0.5854459004364527,1.2018768358065465e-19,,,,,,,,,
83,14,43,2.670636700026164,54,3.3947624053248013,97,7.759965162131637,True,-1.720367512010586,255.45764322102505,253.0945562029416,70.51998069675093,392.2799951741877,246.32000482581228,0.0012431106906492274,57276.44998454923,0.33527652713738443,0.6054123546387514,6.236081258878484e-15,228.51091570715417,411.56745496188034,471.16745496188037,227.8325450381197,0.0001107829006346228,102776.21900266998,0.10868503619128778,0.5858799864393589,1.8039251344055303e-20,,,,,,,,,
84,17,59,3.4451088507745133,61,3.8490094913979616,91,9.726130318755507,True,-1.6865652949705656,255.01487538524572,250.379633885122,67.96008028132907,354.3,246.5099799296677,0.0012412692344400866,44112.40217446202,0.25252493490784755,0.6053921049986289,1.0382901641286502e-14,,,,,,,,,,,,,,,,,,
