,n1,a1,n2,a2,EWSB,chh,Tres,Tc_0,phi_false_0,phi_true_0,Tn_0,alpha_0,beta_0,vw_0,vJ_0,SNR_0,Tc_2,phi_false_2,phi_true_2,Tn_2,alpha_2,beta_2,vw_2,vJ_2,SNR_2,Tc_1,phi_false_1,phi_true_1,Tn_1,alpha_1,beta_1,vw_1,vJ_1,SNR_1,Tc_4,phi_false_4,phi_true_4,Tn_4,alpha_4,beta_4,vw_4,vJ_4,SNR_4,Tc_3,phi_false_3,phi_true_3,Tn_3,alpha_3,beta_3,vw_3,vJ_3,SNR_3
5,26,2.7491438281842497,68,0.4807762226047082,True,-2.278479789557518,186.10117009837487,176.09123752834222,32.8949081401285,294.0,171.0050918598715,0.0052943268700692,42409.32524746865,0.33401123665283955,0.6336410285210593,6.146212848681977e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,25,4.469576103129153,64,0.5197037652245119,True,-2.0502593602217902,184.02474156171883,182.43150236225932,24.09813067647591,291.9,177.2018693235241,0.005139458806028657,34341.8990011591,0.3329661294949684,0.6328575732130179,1.4310912590645365e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,29,0.5687632660515096,78,0.21567852854476505,True,-2.153656926337641,190.2742575786481,164.54935151502326,40.3,300.6,161.30763388981538,0.00511194076975055,229628.67416566066,0.2773186508948869,0.6327169875474804,8.693824727443906e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,32,2.0220593057885807,81,0.2867496468494628,True,-2.0293539419359643,182.2088411956209,179.19444247675395,27.790477877067577,293.5,174.80952212293244,0.005067911410277814,65432.66347539918,0.30840536472946795,0.632491165217283,4.639617075894465e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,38,1.3583631011756272,95,0.1621700981021887,True,-1.991420987922458,184.13558966904674,182.0458904785437,23.903522446962448,292.3,177.39647755303756,0.005041682784698443,67522.57519868531,0.3149203502080701,0.6323561197940315,3.962206213640976e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,30,6.062783932860255,79,1.8936366953453247,True,-2.126258460514286,189.24445767491096,167.1296928445146,38.36026327612967,299.1,164.23973672387038,0.005040137572663324,253155.7024592557,0.2603692124109399,0.6323481516094882,4.1541023745746855e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,27,1.680796648616684,93,0.5314313516803871,True,-3.6394072820383983,146.23298109342053,145.75627739109885,14.1,61.3,142.85257561649783,0.005037431992532389,19144.220289228728,0.2787782377896227,0.6323341964758579,2.81291871357097e-10,,,,,,,,,,98.95841480321084,63.5,103.5,93.84903944725781,0.003154704615020225,8272.526959255136,0.4294984712666223,0.6213584100877496,5.642696872177893e-08,,,,,,,,,,,,,,,,,,
2,10,1.5203173859186274,85,0.08190158781684022,True,-3.543725696942761,137.71404885883786,137.26641388685368,14.1,62.1,135.29704160806745,0.0050347744187882746,94179.58252912328,0.23697431013424025,0.6323204848787627,8.312951856623808e-14,99.23961511509279,227.8,265.9,75.87850526956852,0.0005093223781894425,2071.0077483765035,1.0,0.5954806606317646,7.734392837940482e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,54,1.8703477043671448,93,0.7222983620568197,True,2.194054517909687,242.13765243326918,203.06361899647518,51.55418857430505,201.9,199.74581142569497,0.004983909897242865,24498.3904254507,0.25325845092284155,0.6320572694364108,2.3708620625355945e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,18,1.9423796770306168,46,0.22122791130280006,True,-1.8071570199437907,183.3612482583514,182.43546286277316,21.326746117621482,293.2,177.57325388237854,0.004970189695546896,42044.30535347127,0.32159597568841114,0.6319860131273373,4.2545030959426434e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,24,2.1014794965395347,64,0.7445585917708792,True,-2.027255335523482,188.8843889147638,165.21277495651512,39.13829034250714,300.6,162.76170965749287,0.004966768995819099,466300.57729631185,0.2414217022836356,0.6319682305217533,1.6161712279121073e-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,41,1.2769400272830358,71,0.4755701581869986,True,2.064846326854737,238.74428681950693,202.7544544543951,51.17824369895745,201.7,199.62175630104247,0.004927174675635189,30218.369790187568,0.2465103459950479,0.6317618988579213,7.618512307868681e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,30,4.658126105704872,92,0.7811670820049917,True,5.792103532616942,164.1059393877429,164.07845627649309,14.5,61.2,161.47767913624196,0.004824887858706968,32699.821364283267,0.24935267353284826,0.6312245499450084,9.337341095070076e-12,,,,,,,,,,106.40301738436159,64.1,103.5,103.7739533216087,0.0039373952260992615,26519.249411601806,0.3063680152963736,0.6262695444987827,9.065457245985705e-11,,,,,,,,,,,,,,,,,,
2,28,1.945670593429488,77,1.1782918367739217,True,-1.921608638016564,191.91956183826096,158.84153902479073,42.376985365492395,304.7,157.62301463450763,0.004821538243662732,6129653.3315149965,0.1743964811833498,0.6312068466181021,2.0717708995990703e-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,16,1.2257685147439563,42,0.3328976688713568,True,-1.8075314512401528,184.10327165737104,168.53757547568796,35.76013630754473,299.5,166.33986369245528,0.004817189100059478,836440.3791231975,0.2266825199254629,0.6311838500628232,6.458697612248142e-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,39,0.5025235984142007,65,0.09646529412240368,True,-0.7362654005530098,303.1062385800053,258.3763379130902,65.3774246534269,239.8,256.5225753465731,0.004809940341019078,61513.434299315966,0.1687643632009968,0.6311454957688047,4.3281637570260034e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,2.5601532659093618,45,0.7371187260943315,True,-1.4446034078943577,183.43441901242127,168.3012042315819,39.118537264928776,187.3,161.68146273507125,0.004781828625376894,9990.305793521273,0.3883436929686245,0.6309964359384804,1.0915664942273e-08,,,,,,,,,,159.64490360947534,191.1,296.8342385025801,150.23423850258015,0.00034191508768825497,12592.499963405651,0.4648900204575158,0.5922494355674873,3.6114266993471277e-12,,,,,,,,,,,,,,,,,,
2,43,2.2008441743010536,76,0.5662075116401586,True,1.8703627987806413,240.71660824061385,211.1210889324876,50.546049867728975,206.6,207.55395013227104,0.004768286011923672,23931.384914883387,0.25766628053693463,0.6309244697617951,2.1692906220600512e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,28,0.22380598127675824,71,0.11917366315591045,True,-1.5639442480343455,187.0635461637506,160.6204871436811,43.0,186.8968247224934,156.1031752775066,0.004677268461505524,23416.790585204686,0.32995177561253336,0.6304377435441855,1.0221074647171504e-10,,,,,,,,,,152.29917139444694,192.5,299.6,140.1056180888786,0.0003918567954607404,9349.47351989724,0.541848422635312,0.5932853901171777,1.6833815661156725e-10,,,,,,,,,,,,,,,,,,
11,55,1.7081874602176608,97,0.9053451007500196,True,0.9635705029131619,214.93507713700515,182.85247328380729,48.0,194.5,179.12372080595475,0.004645272527540574,19799.842033329987,0.28254011340645435,0.6302653916529342,9.928546645984844e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,2.27086644960479,30,0.9167395267235628,True,-1.1903033839572676,183.20742134233132,164.1297281499895,41.400773136219655,188.3,158.19922686378038,0.004630765634966026,10831.358883349505,0.3728512561141695,0.6301870302106377,6.1563649037124415e-09,,,,,,,,,,142.9845847034963,193.76580650889005,297.23419349111,142.63419349110995,0.00026385500177369834,41483385.60054088,0.09886524193287337,0.590459953164578,1.097158863824426e-31,,,,,,,,,,,,,,,,,,
3,32,3.7867293989245088,72,0.5321014203157802,True,-0.7630483670072625,185.16408146037784,183.5367497375437,26.1914391719183,202.94571958595915,176.25428041404086,0.004619342220197036,8760.056035804366,0.38919675683041294,0.6301252286256458,1.461830228722615e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,53,4.422405651489977,93,2.7836646498641784,True,0.7507707249052301,211.6762260316917,178.5746475676437,47.85275088615159,193.0,175.34724911384842,0.004591043752761924,28766.334254049296,0.26637130778496265,0.6299717617179934,1.3923230653678312e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,40,1.8541396433944664,91,0.8206029062576408,True,-1.0133208272081538,186.7578831485413,165.2356775362669,41.824283813019036,188.3,159.775716186981,0.0045853627502329426,12733.232912216912,0.3571164152234668,0.6299408920305046,2.285328948261766e-09,,,,,,,,,,139.52272454533838,195.3,228.047405002232,139.15259499776806,0.0006323479302092326,128690.09513590045,0.102673004667807,0.5975142226558906,5.7117301061639725e-18,,,,,,,,,,,,,,,,,,
6,42,1.050349332300941,76,0.4784670482877748,True,0.8583752948629302,209.95553425459968,183.43908727977245,46.78477083218972,194.8,179.31522916781032,0.00457905378907791,18341.566186578173,0.29642057904058183,0.6299065844280796,1.5668953366223962e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,4,0.882654563411143,12,0.3418812556715382,True,-1.402570959507389,177.36443610484943,160.41650465228,38.36645548083805,301.5,156.43354451916196,0.004576868416489575,128228.65211945759,0.3111124545302261,0.6298946939722717,1.7097939608153e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,29,2.005911233098941,73,1.2126679496009012,True,-1.502417852059893,187.83551572910736,159.49176108798684,43.043706279782896,186.8,156.15629372021712,0.00454299541891998,66942.08076810955,0.2858187212493625,0.6297099878464066,3.429504900348113e-13,,,,,,,,,,147.65603932091878,193.61977846202788,299.3,137.08022153797208,0.0003680732642970562,12681.945722533965,0.516891869270094,0.5928010560052648,1.611208724533861e-11,,,,,,,,,,,,,,,,,,
18,42,0.9943475336069368,94,0.5277017244915411,True,-0.9294189951923464,187.35170088105872,163.59915347245837,42.915232870366246,188.4,158.58476712963378,0.00452842327932315,14165.135124001748,0.3446148187423959,0.6296302929938327,1.1930927561870828e-09,,,,,,,,,,136.24183510648544,196.3,229.1,135.8873753696536,0.0006671580251368387,188591.76414353863,0.10171917672349184,0.5980514429982795,1.0700440723002683e-18,,,,,,,,,,,,,,,,,,
3,50,1.86488689709442,92,0.6483078761766831,True,0.917121603761794,210.08573087646027,188.1367148267666,45.202377867941244,196.7,183.69762213205883,0.00452306032776438,16599.445348268633,0.30351641020248155,0.6296008815811825,2.4493989703789673e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,23,2.714326293339025,52,0.4740586224985039,True,-0.7041927865500436,180.6530543206032,180.1105123563467,30.959191706968788,190.8,172.9408082930312,0.004516943206977649,8448.292872057855,0.3912920537497953,0.6295674084449422,1.754870616280433e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,29,5.013263511324324,54,1.6577537977713237,True,0.8585842569970414,208.47669572077805,188.46959345966062,44.87602140805381,196.7,183.82397859194612,0.0045035854192862785,16155.116116978164,0.310375993366226,0.6294941260156701,2.933144362888873e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,39,1.6050905178832526,71,1.0460696618524166,True,0.372765405760802,202.00660094561886,173.627964782408,46.693982182918674,191.6,169.9060178170813,0.004496586566894749,21931.08140432609,0.2896647252460636,0.6294556813090608,6.789234053833169e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,44,1.6283930202925163,96,0.3474529192710438,True,-0.6129699335248517,182.55446778400872,178.17570636698898,34.307101484576364,190.7,171.59289851542366,0.004492736948168999,9605.188093585839,0.37754466922818347,0.6294344389175219,8.321656285378388e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,42,0.466976244892035,90,0.2239389699927248,True,-0.6124200698700842,187.1232780579377,166.77605913351323,42.504944875552006,189.404944875552,161.495055124448,0.0044879472165351856,13194.913548606648,0.3501367830306337,0.6294081795255312,1.6377506099978651e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,35,3.7633235477294313,65,2.307859204314388,True,0.29379258998260505,200.36244346616056,173.11263115816558,45.97859140339767,191.57859140339767,169.22140859660234,0.004464413065222373,20921.4133152762,0.29639590622355483,0.6292785229700768,9.015855931620316e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,44,2.7886375792608358,83,1.4064308371520216,True,0.3012933832448827,198.0296317319164,175.32330714117737,44.986968412661504,192.2,170.9130315873385,0.004463393837524312,17415.056915486915,0.3132047039690149,0.6292728999361563,2.509483243061851e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,28,0.4136047596953301,60,0.11062176084478846,True,-0.3668923672238736,185.11375896189887,176.4542712559882,37.48981010775846,191.48981010775844,170.21018989224154,0.004453016054538178,10711.521178540206,0.36985742185242215,0.6292155982977619,4.549279490399831e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,36,0.7960179267541748,75,0.3640007803432114,True,-0.35772342427010323,187.8710580938805,169.25946181380826,42.493445844616105,190.3,164.00655415538392,0.0044458764694740366,13584.513625709473,0.34701547276212263,0.6291761335678661,1.2835763460704009e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,37,1.053890558221263,76,0.541212225311849,True,-0.31280449423045564,189.21585207734367,168.3340836089521,43.308353620380345,190.3,163.29164637961966,0.004445174732763865,14240.756602070314,0.3408522608107494,0.6291722527662805,9.755033340963454e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,34,2.558665180384444,70,1.1145510945603172,True,-0.2548374845788249,190.1970454919092,170.86138840210634,42.353325015654576,190.75332501565453,165.54667498434543,0.004442838708838807,13342.626836467683,0.3473652785989511,0.6291593314124678,1.3649578747740938e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,27,1.2078069353660374,55,0.6062296113290999,True,-0.1922139268880619,190.32753182090684,169.60693501413178,43.32148350100404,190.62148350100404,164.67851649899598,0.004422190306113805,14339.662363120671,0.3359921203208133,0.6290449528292424,8.665355847399691e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,26,1.659610703868132,53,0.8539379486694839,True,-0.19530238825597648,189.80232180791242,169.2256999566692,43.480662166007356,190.6,164.31933783399262,0.004419629519835315,15099.742732751922,0.3356660077503141,0.6290307482407118,6.744557284965708e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,28,0.3535164093967375,47,0.061896170391619314,True,-0.7424309814374017,285.98007611057136,251.41719847793357,62.34782177719033,238.3,249.25217822280968,0.0044181857623182795,56039.77705329962,0.1849273031425611,0.6290227372131998,7.013901486735451e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,24,1.7998021598815166,50,0.4780940400328859,True,-0.10498863444555773,188.2997310421498,179.28745773140233,37.9472227945676,192.7,173.1527772054324,0.0044142855996881,10605.558111430795,0.3639199929630785,0.6290010889653536,4.1844644712966305e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,38,2.273977218741688,73,1.4915873009179652,True,-0.022586436240717024,194.94180363552726,168.87417761097302,45.218469020772865,190.5,164.88153097922714,0.004414013853893503,20732.53926271336,0.3038130307588621,0.6289995802016356,1.0523511247561805e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,26,1.9364960252912136,61,1.4134987114506368,True,-1.0772917108821274,187.0814861913257,159.10884647196076,43.75208773030714,187.9,155.84791226969287,0.004407743631623285,47386.67800370418,0.2832453441475592,0.6289647532898638,1.7197036719403986e-12,,,,,,,,,,133.73812220267862,196.1759718996346,231.8,133.22402810036542,0.0007772473318625872,88580.11317369057,0.12348994182799206,0.599660685599,1.1035489785458895e-16,,,,,,,,,,,,,,,,,,
6,50,2.002062285607991,98,1.396774292282991,True,-0.2133092845515728,193.75240417764422,166.32420921360614,45.07162563303854,189.9,162.22837436696145,0.004405932554205533,19441.93002636061,0.3099760507653101,0.6289546888445254,1.5924698782871492e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,15,0.3610066334931161,32,0.08958546745347981,True,-0.11744715270161385,186.8540213388516,179.68171221050576,36.64163564364558,192.9,173.4583643563544,0.0043813243649942005,10846.591026158512,0.366207454042034,0.6288177093686546,3.731041731686915e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,2.0710013480178846,25,0.8255609490332542,True,0.01922510125930733,189.03586358377964,173.5224704085966,41.9,191.9,168.0053875235994,0.004380615095311682,12254.9248260343,0.3511702635693872,0.6288137549648618,1.9645348741630127e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,27,1.4628167673003494,62,1.1021874876287456,True,-0.9812744980191608,187.17507374332604,159.3213722029916,43.77350159828906,188.1,156.22649840171096,0.004374165471189503,55869.23637656762,0.27584014292539744,0.6287777799619566,6.877010758473771e-13,,,,,,,,,,132.8560187505321,196.74292308628853,231.64292308628853,132.3570769137115,0.0007673860074461187,108522.55082660056,0.1220247343175088,0.5995215889576518,3.880473509785896e-17,,,,,,,,,,,,,,,,,,
9,23,2.491450671136512,46,1.940926951888408,True,-0.2718313965038221,190.8408595023062,164.27574092642882,45.066488955700464,189.6,160.7335110442996,0.004338478517160127,47553.686868865916,0.2905567331257172,0.6285781904894663,1.5699795836255956e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,11,1.559151688393183,24,0.9525708220040516,True,-0.3995164616571568,185.90479766190361,164.00839397118241,43.6473839142881,189.9,159.3526160857119,0.004336457834058005,16019.732989399943,0.3322853399224888,0.6285668592626963,5.063833394867827e-10,,,,,,,,,,131.37590598915267,199.6,230.1088248675486,131.09117513245138,0.0006395506473940492,468313.9405175893,0.09292838418830326,0.5976266172326181,9.616307327718118e-21,,,,,,,,,,,,,,,,,,
9,45,0.8250829487622676,88,0.17493550818549455,True,0.384905225074026,198.969080407388,190.24931341667408,37.45155289023839,196.95155289023842,184.64844710976163,0.004328311904914041,12896.102857610678,0.33868697091320404,0.6285211645222969,1.0014379012614134e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,41,1.078403057548038,94,0.8717796861816082,True,-1.1051179225188292,189.4555757943736,158.57179843723333,43.52720899248715,187.4,156.47279100751282,0.004324617925658042,217130.57078891507,0.22843371011405336,0.6285004261018395,4.848269859924657e-16,,,,,,,,,,132.25861222359615,196.3,231.5,131.7721948992221,0.0007929984777485737,108865.37435979137,0.1208162392214842,0.5998809657457007,4.1976232888618255e-17,,,,,,,,,,,,,,,,,,
6,14,0.9951661812002598,30,0.15663441965132635,True,-0.09008551736718977,188.6281088703637,188.361390189566,28.18504435547848,202.1,181.81495564452152,0.004324541511715221,10668.305094360367,0.3666680579657292,0.6284999970017202,3.4101413821934984e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,39,2.351833847827591,73,2.1457584071659737,True,-0.12128715704165753,196.50437259820305,165.24713555093948,45.4,189.4,163.50882770588828,0.004271706137642621,319101.3909158275,0.2039596652795113,0.6282022904662182,4.668042031682291e-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30,1.1815393758833803,60,1.0738762861185536,True,-0.3971729320658847,191.17117117117112,162.06017672982156,44.6872134897264,188.9,160.0127865102736,0.004232239460174426,217063.00412666105,0.22341172156445274,0.627978579414465,4.0503742316042216e-16,,,,,,,,,,125.65631526036958,200.79118178894225,231.5,125.3088182110578,0.0007370760201601753,170705.23922282355,0.1049133287850943,0.5990881296988957,3.219005766243481e-18,,,,,,,,,,,,,,,,,,
