,n1,a1,n2,a2,EWSB,chh,Tres,Tc_0,phi_false_0,phi_true_0,Tn_0,alpha_0,beta_0,vw_0,vJ_0,SNR_0,Tc_1,phi_false_1,phi_true_1,Tn_1,alpha_1,beta_1,vw_1,vJ_1,SNR_1,Tc_2,phi_false_2,phi_true_2,Tn_2,alpha_2,beta_2,vw_2,vJ_2,SNR_2,Tc_3,phi_false_3,phi_true_3,Tn_3,alpha_3,beta_3,vw_3,vJ_3,SNR_3,Tc_4,phi_false_4,phi_true_4,Tn_4,alpha_4,beta_4,vw_4,vJ_4,SNR_4,f,epsilon
26,15,1.7323791879842427,66,0.04653333395416765,True,-20.2276497393811,489.4464861799331,359.03119219204245,24.8,106.0,355.4897392901645,0.004046598556880299,16281.184912068791,0.1976754797112451,0.6269105092549938,9.863841933109977e-12,293.2263293480126,109.6,175.7,289.257907741973,0.003410652818697957,45212.79333316041,0.22968727778802125,0.6230311949587449,9.612619613693272e-14,225.68021691776704,178.5,251.1,222.64911022789013,0.002732041768075643,30453.58442737959,0.228412181179494,0.6184254656595098,7.562093184937857e-13,,,,,,,,,,,,,,,,,,,802.7388327355723,2.117012557330174e-05
29,36,1.0718332694855637,72,0.10527971700800838,True,0.009145178551227508,206.3035180026824,204.3637451308181,11.517748428496642,209.6,198.06370859525055,0.004035563558635731,13248.651937566408,0.3411001676694394,0.6268461764457529,5.936646442128397e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1714.484679665738,3.262443987228871e-08
7,19,0.4992065884343673,33,0.06974566883367891,True,-0.08339365894565612,254.68146872108963,237.80059515011268,52.89897974266383,228.1,234.6005101286681,0.004012735829771683,26788.458554416182,0.2309787662847989,0.6267127846633682,3.984627699255499e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,954.2635658914728,5.838258566216874e-06
6,5,0.02127454296554988,10,0.017439561649096418,True,0.4579197943362268,186.68579645148827,163.6195710333864,45.73539969112055,190.5,159.66460030887947,0.0040100289082190465,20946.730753593245,0.3075609554987083,0.6266969392817976,8.54530598907432e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.64238070805538,0.029092635647519967
20,27,1.6510530818318596,54,0.16143956761781808,True,0.04599952346996551,205.5215703001511,205.4722869398924,12.151603771554,210.0903207543108,199.2096792456892,0.004009915408450382,13212.030379795327,0.3395374977173917,0.6266962747611714,5.722334975870447e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1301.9566367001587,1.1291405696813808e-07
28,15,0.7658863401304086,29,0.08530073366957644,True,0.3518156787885639,212.55102464979007,212.25125201720815,27.69940423682949,212.8,206.96686525439011,0.00394309956567745,16470.469232201056,0.3128089462616699,0.6263032389668177,1.2940361789055413e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746.060606060606,8.152390977019886e-06
27,54,0.3509545108725434,86,0.09647090149996547,True,-3.853909537826985,296.3555711030458,262.2973966329765,69.2695252662849,278.6,259.1304747337151,0.0038833217598887187,34107.80492518784,0.21879434105357234,0.6259485343190397,7.177413131999241e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2906.7296340023613,1.785198268123952e-08
25,27,1.6567548365686071,51,0.1672873566146434,True,0.2294589551165967,216.7285976396775,215.53697224253398,24.8644598762851,213.9,210.71777006185746,0.003844518094083392,18339.35905305435,0.29682260972076985,0.6257166546525046,5.798738574264321e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1298.5232067510549,1.466612321922559e-07
15,46,0.26356257924184034,88,0.02206322554197651,True,0.024605477513870183,217.0210232540056,214.7393963006376,6.774129577710157,213.3,208.93871549293544,0.0037754872797565297,15344.6302693047,0.31901212132032786,0.6253009414319051,1.6549492451130713e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2180.6908768821963,3.898676379142198e-08
26,49,1.8358597744576304,81,0.2692279012133902,True,-1.05687690582325,265.2083661461048,244.53862316180786,56.874269470278776,237.5,241.9257305297212,0.003766220805432549,38467.74673118928,0.20608033941769813,0.6252448202241384,3.880584839593979e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2416.094210009813,7.013650840700703e-09
24,45,0.7682559233675037,82,0.07002563219627497,True,0.025149847306706663,223.1800560625037,223.05082661011585,26.489815295332626,217.4,218.67006156822248,0.0036422982021514726,20135.83453865137,0.27888213576073306,0.6244868860644326,2.366625545317005e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2140.869565217391,1.858235113134328e-08
25,13,2.939336811317252,94,0.026968180275974803,True,24.363015272616448,249.81644640234936,249.18658277267613,15.2,66.2,245.3626406186906,0.003613380596727328,31287.96488240814,0.2476352209507125,0.6243079914878128,1.3851384876072726e-12,,,,,,,,,,241.58123871277385,107.8,150.4,237.49220856123264,0.0015002898826810016,38933.028868594265,0.25554786934294865,0.6080993419235665,3.937240958316647e-14,218.769998898276,151.0,194.9,215.41203194722928,0.0012413608946914279,65126.06638677165,0.2435365360302965,0.6053931132832336,2.0681392208667915e-15,186.1876911632102,195.4,239.4,179.08944956846634,0.0008005330961803115,8737.035242887936,0.3737006801305182,0.5999855310791603,5.645488022171268e-11,677.8634361233479,1.0215976897473278e-05
21,38,2.6581818878397403,67,0.2691378602490412,True,-0.1321185262526306,233.03612254229526,229.78179781035968,38.1174729626836,221.8,225.89126351865815,0.0036047063608935508,21176.256151062484,0.2592174259064213,0.6242541765605739,1.3536490722225885e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1831.845238095238,1.6488453783816626e-08
0,17,0.7654682054317926,32,0.061298094789834764,True,-0.06412904071236546,222.9313834252105,222.68188089778647,14.329520748780384,217.1,217.76721132160282,0.0035367201050219266,17902.48407116496,0.2920113573856161,0.6238299080796291,4.413589985118163e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853.083853083853,4.405130738616163e-06
10,51,1.2094255253477288,92,0.09039996534618457,True,-0.2707747750680738,228.2646783196837,226.90802891171157,17.222882340197494,218.30381372336623,222.39618627663376,0.003372919031563849,18742.001649648428,0.2786273096984227,0.6227889967772963,2.5379911760077732e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.623762376237,5.591279364919117e-09
9,31,0.9242744744098672,51,0.123904462337798,True,-1.281563173709663,255.3894933483201,243.4065381615425,53.41736315164072,239.6,240.4913184241796,0.0033484016356112416,30742.25576768201,0.218444716710788,0.6226308345477439,9.580986904737967e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1571.1550733886406,1.6624306674637292e-07
5,27,1.2684135760410853,47,0.11976629785329425,True,-0.47695476083711796,235.78235124496223,233.7828700900486,36.9858319456924,224.9,230.3570840271538,0.003345055765512619,28221.582039513574,0.2415548907882977,0.6226092012456965,2.0849163096586046e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1337.3166757197173,2.4088586523591616e-07
23,48,2.7214721624000098,87,0.1930706266474044,True,-0.2958098606178831,229.82192992577214,226.9204642565197,8.857574660577276,218.0,222.38567503085662,0.003333158485029425,20933.515730611427,0.2769475042991665,0.6225321813956725,1.3987383347520814e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300.9345794392525,3.457264372508129e-09
13,23,1.608703355140649,96,0.08910969555394269,True,-28.787399146168948,232.32725958567943,231.86319822456682,12.0,50.9,229.8251737706418,0.0033113424189639873,6594.3037464726085,0.18659532342134647,0.6223905587203971,1.3476972928529436e-09,,,,,,,,,,106.07060824315177,85.6,118.3,104.80193750957622,0.004023737493383714,108881.09151294632,0.21512141569785675,0.626777124003393,3.6300544389638196e-14,,,,,,,,,,,,,,,,,,,536.5003268685988,4.741762029760529e-06
0,18,2.7912793971824783,31,0.27753863403013906,True,-0.7282200079255368,240.07082017417937,237.05170999486182,40.77468939647143,228.9,233.7126553017643,0.003224285916626389,27102.931140792847,0.2369809269963733,0.6218202819092074,2.0891235944864554e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923.4808702175543,1.0745672541591197e-06
8,45,0.8310401310069412,80,0.059910358277192474,True,-0.4229861677800029,230.8060831253928,230.1901791692974,17.340557651444602,220.0486510930635,226.1513489069365,0.003212437469609146,23334.027269129638,0.2622787065248298,0.6217420201723187,6.0807687267932365e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2172.9920564872023,1.71089497815304e-08
23,18,1.5874244171353094,31,0.15296069659203468,True,-0.7440581317036143,240.12976217131595,236.9675552272924,39.22634111523975,228.50878037174652,233.69121962825344,0.0031727247380921625,28778.147713715967,0.2348765433815388,0.6214785539661988,1.4493643784696609e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923.8273921200749,1.856076339648025e-06
25,45,0.8311790449681092,78,0.06715836707397697,True,-0.5669901288551669,234.39555102771115,233.3944967307724,29.744501253341397,223.1,229.81387468666463,0.0031663244965727147,25385.6129881291,0.2474109443096705,0.6214359249315121,3.179238794381067e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2184.560780834073,1.821320324997371e-08
29,53,0.3204822420115052,88,0.15304798794017216,True,-4.230539509727982,281.74580634862286,262.6487181760841,66.96923084075411,314.2,256.21538457962293,0.003083183755744778,18452.10840114516,0.3117035836271064,0.6208778401249486,1.863745410279709e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3331.529093369418,6.7166800016180865e-09
29,48,1.6249398289882295,80,0.1567979515406345,True,-0.9391874517080316,242.3527018068929,238.30919939901298,41.19121943615117,229.1,235.3362601879496,0.0030612660077912485,33160.92694032471,0.22324501807136374,0.6207293553372832,5.627343928300432e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2355.9808612440193,6.747425193166926e-09
24,55,0.19799694236410606,89,0.08862350899578897,True,-3.955969236829267,277.3129818035345,260.31401523639016,66.46348724588972,308.6,254.7182563770552,0.003027107807662108,20241.43271078661,0.2922482103705487,0.6204967869710892,9.512803713592756e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3331.529093369418,1.0344691163173438e-08
21,52,1.480860862701142,87,0.13305124677379346,True,-0.8980269838603262,240.6201293599528,237.5788020230529,38.55525206466167,227.4,234.4149159784461,0.0030110555675076428,28288.046234811776,0.2307461232722605,0.62038700236283,1.2822965692458662e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2540.763673890609,4.534143643602624e-09
6,48,1.3768771454741129,82,0.10415905196679454,True,-0.7502458589938702,238.15318959351882,235.4552656574145,28.19097630117057,223.7,232.10225592470738,0.002963886396242127,27936.8312933934,0.23867243187466394,0.6200625459253278,1.4479981722777743e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2338.0816714150046,7.352433620268402e-09
23,34,0.9265172173891087,54,0.14178974835079736,True,-1.7798271046710519,257.22225165874835,245.8585912361431,55.053976027981356,254.5,242.94867465733955,0.002957947592449541,29946.70663723392,0.21744359922593687,0.6200214970653958,7.209841182358802e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1761.0872675250355,8.194048282669859e-08
18,49,1.0609482116366653,85,0.07026344286703733,True,-0.6801565483538127,234.41150938019783,234.17240636501842,17.825164538647375,221.4,230.3821193516218,0.002932447624416425,23356.82701119017,0.2522424140078073,0.6198447309652605,3.956944359174784e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2378.743961352657,8.089981300466585e-09
22,22,0.1028845879155665,38,0.00764088520387386,True,-0.7698664706881606,236.24867308301987,236.2107559513748,25.94528000195984,224.8,232.7924533330067,0.0028945555373277717,27249.22312477111,0.24048468475944715,0.6195805133450478,1.5385580493733218e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1113.5232926277702,8.375925853104053e-06
15,54,0.6837918539696466,84,0.11573467753204132,True,-1.9858736258627192,257.638502700231,246.394234161966,56.84682435027846,260.5,243.72658782486081,0.002855346588905309,39074.96849968415,0.20791383065703925,0.6193051237653062,1.5565263909733961e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2772.522522522522,7.244662702766191e-09
12,34,0.5857541733451629,53,0.11077369255702928,True,-2.1101964658311885,259.03841280185367,248.08837315519713,57.52415592276589,268.3,245.0379220386171,0.002806590694836307,31564.657317442212,0.22171641132571404,0.6189598140275965,4.82778581110096e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804.9853372434018,1.1293628318940147e-07
5,42,1.3280865250026783,65,0.21900846660421025,True,-1.8915422556375712,254.4119096914128,246.14612679931648,54.451229175574134,262.0,243.4743854122129,0.002653154443233277,39748.953726926295,0.2084915368259983,0.6178513612481213,1.1565102830126122e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2184.560780834073,1.4601598635645387e-08
18,24,2.9483777722792013,41,0.18768390444206612,True,-0.8833436188169416,238.98478914451024,237.927085363452,17.944761969617087,223.5,234.59502644782035,0.0026332191100656324,28825.04148558995,0.23510219870708066,0.6177048229098892,8.120158699068869e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1213.405618531296,1.682056787485267e-07
27,31,1.2657878750483778,51,0.09924901278896596,True,-1.0956753573991378,240.40163494948223,240.3182274035821,32.82782599714442,227.9255651994289,237.47443480057117,0.0025652596056701545,34947.4562213966,0.21808956498421908,0.6172007148502587,2.352663472904327e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1562.1827411167512,9.268713896821203e-08
18,30,0.9213772769983674,49,0.0772563781007454,True,-1.155467419680586,242.07617949935226,240.8925994538377,35.792116669187,229.69802916729682,238.10197083270327,0.002561593283062827,34963.767830358214,0.21573688522883128,0.6171733149202036,2.2635957360364651e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1518.8155459592845,1.5380488996536174e-07
4,38,2.0879849067188627,64,0.12609873166700067,True,-0.9395167268540608,239.24146538525622,238.5595523099628,17.35080499191107,222.1,235.4249195008089,0.00253616517447139,31800.776980470884,0.22778529819556004,0.6169826946626245,4.104041680723154e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1880.8250572956456,1.699396934481814e-08
18,57,0.09037221792062887,90,0.043773251424285536,True,-3.148421569968588,265.58100877876467,255.49655575111728,64.10492037707141,314.2975398114644,249.6975398114643,0.00253092421187863,20393.744927332707,0.3014931877614833,0.6169432780205326,6.174210850725824e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3453.0154277699858,1.4065604555021708e-08
12,62,0.8490717056578428,94,0.13081664251893665,True,-1.810447392643685,251.33453933796693,244.78453080206504,53.696920794686186,258.5010264017713,242.40102640177128,0.002421798568828657,41019.506550778286,0.19770708721335686,0.6161123303503936,6.787859872158423e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3164.5244215938305,2.251102635138191e-09
27,54,0.14599898088394195,89,0.08673449356800679,True,-3.032741968126515,265.2751872576014,256.7251462307091,63.20429641771394,329.9,249.598567860762,0.002331578777823355,17402.682565932886,0.3341875996716708,0.6154099756689105,1.4258088113295758e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3542.446043165467,6.8346246976903e-09
5,28,0.2168015202505041,44,0.09477479575901546,True,-2.6343105277154937,260.523242233123,254.8001958950846,60.10785569336563,314.6,249.0460721533172,0.0023175702933494018,20725.865333790935,0.3014964628702202,0.6152996157924072,4.404885854816057e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725.2978276103713,3.4951699270329745e-07
10,34,0.08734268378621014,53,0.03843497639610317,True,-2.6177211161813667,261.9070325106336,254.29891810070015,60.1568044523067,314.3,248.81439851589772,0.0022953912303647953,21315.291977263027,0.2946535636058828,0.6151241529206488,3.507857323630689e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2067.170445004198,2.881749697483041e-07
4,43,0.2396161515499773,72,0.14106851017553074,True,-2.902586241582477,265.15080276804304,257.6690257354474,61.1892570323261,333.9,250.25537148383697,0.0022777889476156875,16526.403325659317,0.3405777797289936,0.6149842478857857,1.8043843739703925e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2899.8822143698467,1.3866784483569751e-08
24,35,0.803349518280595,56,0.06054974523885396,True,-1.2109626884629738,243.8780477012257,242.18023844389373,34.38084373547596,226.3,239.63652604408736,0.002275431178615761,38180.2295324769,0.20579612272074185,0.6149654639541912,9.052394036391383e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1764.874551971326,6.780691961636448e-08
6,58,0.5743556191535101,89,0.059004630190972525,True,-1.4660343234155306,246.30415101795572,243.26764371336202,45.054010076391705,230.7,241.1864974809021,0.0022329110752494306,51009.115916984636,0.1855433369600043,0.6146249009375271,1.5988537962421044e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2906.7296340023613,4.962568453509119e-09
15,34,1.3904611834628884,52,0.16138402586475792,True,-1.5020280210985355,247.65991753892638,244.5069720439088,45.861963251747035,237.7,242.33450918706325,0.0021899381623543906,47869.850923357364,0.18912428958467767,0.614277152825348,2.1207939986680526e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1756.0627674750358,4.257522818887587e-08
23,30,0.6295524801654052,47,0.055529478291852084,True,-1.3221046558633462,245.9483913089299,243.52504588488256,39.28708671164024,229.69741734232804,241.202582657672,0.0021863384112059386,43251.49506485434,0.19607386811596828,0.6142478570349871,3.821059468864407e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1537.788881948782,2.005732629471846e-07
24,43,0.08541254403222226,66,0.008680483085661963,True,-1.4346187919068814,248.55480644816075,243.8537393978093,44.29558010684328,231.5,241.64088397863136,0.0021699946569158487,42345.735848475866,0.19120784429652496,0.6141145202305462,3.911161201209568e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2182.624113475177,1.8383602507722488e-07
16,31,0.2735797927837121,47,0.11446447545005572,True,-2.2763090265988017,258.28668174347183,252.3577199011571,59.09060021550722,313.66979992816425,247.36979992816433,0.0020749373192215587,23921.19114469919,0.2827370307878894,0.6133281136877156,1.3335835314871277e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1848.348348348348,1.6076020064438712e-07
11,26,0.2845390482913902,39,0.0997801715117247,True,-2.144866630019506,257.3344280240833,251.0294863750866,57.66994252997965,308.2100191566735,246.81001915667343,0.0020624777567255395,29570.320945431362,0.26065154023106274,0.6132236160422471,3.7627145149770456e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1516.0098522167489,5.101874237173082e-07
16,33,1.021024632046043,52,0.07053922755526597,True,-1.2203887829870383,244.52831454643047,243.51683917354111,33.972810023918576,222.5389728605598,241.26102713944024,0.0020477033920190783,44087.81114626767,0.19344734481024856,0.6130992651518934,2.7677470951548718e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1672.554347826087,7.048830404326752e-08
9,33,2.619350033125681,55,0.10215398542232874,True,-1.0075791382521884,244.49102671176053,242.5169477915917,0.0775514323276569,214.67755143232756,239.62244856767242,0.0019977602047268114,30928.50672862168,0.215221750395078,0.6126753150743125,1.909109633052647e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1649.0288010716679,2.7276314915537776e-08
4,44,0.4891909059719181,64,0.13491890782166413,True,-1.9370747141431968,254.88415209190688,248.1821251711328,57.5681169487919,303.0,245.11062768373608,0.0019460150633028074,34935.7923136664,0.2236200394957694,0.612230044785418,9.83741714362143e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2404.296875,1.7780233813290287e-08
5,41,0.26641839556720154,81,0.1859345954605312,True,-2.467356878544454,261.2143770903654,259.29101506131815,61.35975065659554,373.4,249.01341644780152,0.0019085980352814887,12822.09989836511,0.4028264668030982,0.6119041123989167,6.912983390148539e-11,224.14905427540245,390.7488288880993,432.5488288880993,223.85117111190067,0.00011795548805184012,362468.31405709963,0.0727321863269805,0.5861496641961687,2.4656214915054386e-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,3457.8651685393256,4.0691865037686926e-09
21,44,0.09435110113182092,83,0.06943547232198688,True,-2.4752098553434765,259.6075914838167,258.248282603733,61.13738103426518,366.0,248.92087298857825,0.00190042275093377,14708.260511717734,0.38441932650779403,0.611832445873881,2.8821535739560208e-11,213.674693858951,388.55429495740714,427.90858991481423,213.3457050425929,0.00011935404553631508,191278.67777398112,0.07825931804320968,0.5862012682790336,7.5158153539010785e-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,3522.174535050071,9.540888217004304e-09
29,55,0.07703485348052543,93,0.059860868373595735,True,-2.477243689380229,258.0618846452115,255.16473260963937,63.12157217135129,348.5,247.59280927621623,0.0018853263776533481,18451.702362088163,0.3482072733534701,0.6116996734101987,6.584263655026599e-12,181.23109833395173,381.9035577541177,418.6017788770588,180.89822112294118,0.00013659431376788765,246127.1054531365,0.08551715134281739,0.5868137783566397,6.63692011190814e-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,3871.0691823899365,5.764889517784247e-09
16,62,0.8241217957674964,98,0.03965917649039749,True,-1.1714080255366146,245.16079865874093,243.31726479038846,31.19039500651165,211.7100438896124,241.2899561103876,0.001868485998333959,48002.770696364336,0.18363314958711932,0.611550890912743,1.2323838332200108e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3039.506172839506,2.2618983186382913e-09
13,11,1.2959486206958843,18,0.06748238557769506,True,-1.0777980742382574,244.6387829638285,244.46884639664262,21.782402542063032,219.56018481092792,242.13981518907207,0.0018612893047321149,44068.332525531434,0.19522990497271225,0.6114870906408233,2.0959567729841906e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602.1032037172903,2.3287972124074184e-05
27,62,2.2530353269775607,95,0.1463641056633552,True,-1.276246590484916,246.469258798026,243.9669758755085,39.29843674299572,214.25691953471366,242.1430804652864,0.0018583610830199707,57043.33884588707,0.1737629527009421,0.6114610939195788,4.545770847532687e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3066.0024906600247,8.112434090493885e-10
20,32,0.10115622116239728,50,0.0643458090643272,True,-2.146201143911278,257.4824824824825,254.218011434837,59.63881600281312,333.5,248.12039466572892,0.0018009059796389871,21179.393187075464,0.3130641127836547,0.6109465138228972,2.0775514720695497e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2079.3918918918916,1.7800512846602638e-07
26,46,0.33427195548148503,67,0.038582855148229456,True,-1.4505206781865354,251.48517967723407,245.67825994705711,49.925647160266855,219.53025886410674,243.93487056794663,0.0017754691729719176,48531.466433627706,0.16919573502801513,0.6107159025132041,8.168780165099905e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2353.7284894837476,2.7233600092790467e-08
28,39,2.5195774756454323,65,0.07076707081028064,True,-1.0111903456505311,245.9160769684176,244.40815139797675,1.2873647188330488,208.26130308184918,241.93869691815084,0.0017560164853648102,46051.916763240195,0.19844085703525866,0.6105383520234475,1.4668052749276193e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1934.0141398271799,1.043942648338814e-08
24,59,0.3570734525071436,91,0.019087109421660718,True,-1.2142499301866532,246.66277059439446,244.53144416601825,37.74439846813151,210.834914066876,242.6650859331241,0.00175456010690925,49905.00093176113,0.17575095685070138,0.6105250182129373,7.538821152463211e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2913.609467455621,6.736209896593436e-09
25,33,0.9954290633121514,50,0.07037880237151943,True,-1.2599120677679918,247.64520729433,245.59106893130203,40.94593469175325,215.70765578195892,243.7923442180412,0.0017444301980495613,56158.479410300446,0.17207679119797642,0.6104321039326079,3.895955663402329e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1682.8434723171563,6.654224196220882e-08
5,69,0.12013504212900288,99,0.06707673204630804,True,-2.066811651859278,254.57911117011074,248.93642111531474,63.68355733844383,320.4388142205187,245.0388142205188,0.0017022263711343381,52529.67171407453,0.2523694094878277,0.6100418732582249,1.154984079480156e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3970.967741935484,2.820952788606374e-09
7,57,0.2713211438813829,84,0.022404668556484226,True,-1.3480621240753807,247.4482732281133,245.39674830480587,47.302437289567955,211.83414576318933,243.68292711840542,0.0017006243881022402,49742.0721784549,0.16792124127250113,0.6100269599133842,6.2668505046486535e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2856.1484918793503,1.019352920238863e-08
14,43,1.13552204381799,67,0.051212964206063284,True,-1.1499622989348988,245.8424742977589,245.44302923430504,34.47934014647228,209.29483503661805,243.65258248169098,0.0016694182264086186,48823.78057820832,0.17187009311729495,0.6097349446927146,6.817088811080127e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2144.5993031358885,1.3022040407850775e-08
1,36,0.3553199999565345,54,0.2347703661732244,True,-1.9282585372049759,257.0944511834897,252.64740789658003,60.55463880837373,332.5,247.53634029790658,0.0016241514712015653,28691.727213765054,0.28797889738420684,0.6093061567247184,2.7146423017140576e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2260.78971533517,2.7063994817485005e-08
24,49,1.1421890184630268,77,0.042125306971772726,True,-1.1250647028055256,246.59602734843327,245.61557540478702,35.181486821962835,205.8847748493251,243.75761257533748,0.0016003510026658405,45917.27085636547,0.1752269729011512,0.6090781570303843,8.444558357278442e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2423.228346456693,6.0784818551504455e-09
14,51,0.6513375492902873,79,0.026623879089964542,True,-1.1575058903463118,246.21646540286488,245.7005615115427,38.47175151458293,205.4464689393229,243.95353106067714,0.0015845847674057314,50556.17586541172,0.1697665422258045,0.6089261293948172,4.7564583627674395e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2522.540983606557,8.425638544790463e-09
6,21,0.13223058173823513,33,0.005517360053625035,True,-1.109124810089165,247.4291180853941,246.449481363468,34.203503701936995,208.68927818910407,244.71072181089596,0.0015808458834715572,59952.647394885986,0.16914391518630026,0.6088899591350599,1.9957265053122584e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1086.016762240847,6.490225354038416e-06
25,17,0.17449770495895456,24,0.04106250955807997,True,-1.5136742464075328,252.02114203542587,248.0305989518156,51.76404659203598,288.467976703982,247.089325567994,0.0015666531089760106,360372.382418212,0.12345800797012856,0.6087522421922265,1.3406566031482314e-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,959.096221269965,1.044750753086847e-05
3,52,1.7967809330934,94,0.02383699505784204,True,-0.938409694747444,247.31632599614102,244.9406068437064,0.037098753724281834,201.53709875372428,242.16290124627568,0.0015613211054363069,29858.724439541384,0.20966492860624608,0.6087003330095849,9.804185831144432e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2540.763673890609,2.6454871530143153e-09
